lagoslakeid,sampledate,chla,lake_year
211,6/16/1995,3.79,211_1995
211,6/17/1995,10.21,211_1995
211,6/18/1995,1.85,211_1995
211,6/19/1995,1.73,211_1995
211,6/20/1995,3.7,211_1995
211,6/21/1995,3.0899999,211_1995
211,6/22/1995,5.0500002,211_1995
211,6/23/1995,1.85,211_1995
211,6/25/1995,1.97,211_1995
211,6/26/1995,1.48,211_1995
211,6/27/1995,1.77,211_1995
211,6/28/1995,1.85,211_1995
211,6/29/1995,1.73,211_1995
211,6/30/1995,2.22,211_1995
211,7/1/1995,32.0800018,211_1995
211,7/2/1995,2.22,211_1995
211,7/3/1995,1.73,211_1995
211,7/4/1995,0.7,211_1995
211,7/5/1995,1.0700001,211_1995
211,7/7/1995,2.02,211_1995
211,7/8/1995,2.0999999,211_1995
211,7/9/1995,0.99,211_1995
211,7/10/1995,3.3299999,211_1995
211,7/11/1995,2.1400001,211_1995
211,7/12/1995,4.0799999,211_1995
211,7/14/1995,2.22,211_1995
211,7/15/1995,6.71,211_1995
211,7/16/1995,2.8399999,211_1995
211,7/18/1995,1.6,211_1995
211,7/19/1995,0.45,211_1995
211,7/20/1995,2.3399999,211_1995
211,7/21/1995,2.9000001,211_1995
211,7/22/1995,1.85,211_1995
211,7/24/1995,3.21,211_1995
211,7/25/1995,4.6700001,211_1995
211,7/26/1995,1.23,211_1995
211,7/27/1995,2.8399999,211_1995
211,7/28/1995,2.22,211_1995
211,7/29/1995,3.46,211_1995
211,7/30/1995,2.71,211_1995
211,7/31/1995,2.47,211_1995
211,8/1/1995,1.97,211_1995
211,8/2/1995,2.1400001,211_1995
211,8/3/1995,4.3200002,211_1995
211,8/5/1995,49.5699997,211_1995
211,8/6/1995,4.0799999,211_1995
211,8/7/1995,4.3699999,211_1995
211,8/8/1995,3.7,211_1995
211,8/9/1995,3.79,211_1995
211,8/10/1995,4.1999998,211_1995
211,8/11/1995,23.3299999,211_1995
211,8/12/1995,9.6199999,211_1995
211,8/13/1995,5.25,211_1995
211,8/14/1995,5.04,211_1995
211,8/15/1995,2.3399999,211_1995
211,8/16/1995,4.3299999,211_1995
211,8/17/1995,6.4200001,211_1995
211,8/18/1995,4.3699999,211_1995
211,8/19/1995,8.46,211_1995
211,8/21/1995,4.3699999,211_1995
211,8/22/1995,4.3699999,211_1995
211,8/23/1995,3.3,211_1995
211,8/24/1995,19.6800003,211_1995
211,8/25/1995,3.0599999,211_1995
211,8/26/1995,6.4200001,211_1995
211,8/28/1995,4.3200002,211_1995
211,8/29/1995,4.0799999,211_1995
211,9/1/1995,2.9200001,211_1995
211,9/12/1995,12.4399996,211_1995
211,9/14/1995,3.8099999,211_1995
211,9/15/1995,29.1599998,211_1995
211,9/19/1995,3.8099999,211_1995
211,9/20/1995,0.86,211_1995
211,9/21/1995,0.6,211_1995
211,9/27/1995,3.8399999,211_1995
211,5/14/1996,2,211_1996
211,5/15/1996,3,211_1996
211,6/2/1996,2.6300001,211_1996
211,6/6/1996,3.51,211_1996
211,6/7/1996,2.54,211_1996
211,6/8/1996,4.6799998,211_1996
211,6/9/1996,2.05,211_1996
211,6/10/1996,6,211_1996
211,6/11/1996,13,211_1996
211,6/12/1996,4.8800001,211_1996
211,6/13/1996,2.78,211_1996
211,6/14/1996,4.8000002,211_1996
211,6/15/1996,3.8,211_1996
211,6/16/1996,4.3899999,211_1996
211,6/17/1996,1,211_1996
211,6/18/1996,2,211_1996
211,6/19/1996,2.9300001,211_1996
211,6/20/1996,2.1500001,211_1996
211,6/21/1996,4.98,211_1996
211,6/23/1996,7.6100001,211_1996
211,6/24/1996,6.1500001,211_1996
211,6/25/1996,2.6900001,211_1996
211,6/26/1996,4,211_1996
211,6/27/1996,5.8499999,211_1996
211,6/28/1996,3.9000001,211_1996
211,7/1/1996,5.4000001,211_1996
211,7/2/1996,2,211_1996
211,7/3/1996,1,211_1996
211,7/5/1996,4.98,211_1996
211,7/6/1996,4.6500001,211_1996
211,7/7/1996,4.3899999,211_1996
211,7/8/1996,2,211_1996
211,7/9/1996,6,211_1996
211,7/10/1996,5,211_1996
211,7/11/1996,2,211_1996
211,7/12/1996,4.8000002,211_1996
211,7/13/1996,4.98,211_1996
211,7/14/1996,4.1999998,211_1996
211,7/16/1996,7.6100001,211_1996
211,7/17/1996,3.6600001,211_1996
211,7/18/1996,4,211_1996
211,7/19/1996,5.48,211_1996
211,7/22/1996,8.5,211_1996
211,7/23/1996,1,211_1996
211,7/24/1996,1,211_1996
211,7/25/1996,5,211_1996
211,7/26/1996,10,211_1996
211,7/27/1996,2.0999999,211_1996
211,7/28/1996,2.25,211_1996
211,7/29/1996,4.3499999,211_1996
211,7/30/1996,2,211_1996
211,7/31/1996,2.55,211_1996
211,8/1/1996,2.73,211_1996
211,8/2/1996,16,211_1996
211,8/3/1996,4.8000002,211_1996
211,8/4/1996,4.3499999,211_1996
211,8/5/1996,8.7799997,211_1996
211,8/6/1996,4.98,211_1996
211,8/7/1996,6,211_1996
211,8/8/1996,3,211_1996
211,8/9/1996,5.27,211_1996
211,8/10/1996,4.8000002,211_1996
211,8/11/1996,4.0999999,211_1996
211,8/12/1996,4.98,211_1996
211,8/13/1996,3.9000001,211_1996
211,8/14/1996,12.8800001,211_1996
211,8/15/1996,3.9000001,211_1996
211,8/16/1996,6.1500001,211_1996
211,8/17/1996,6.0799999,211_1996
211,8/18/1996,4.0500002,211_1996
211,8/19/1996,1.65,211_1996
211,8/20/1996,4,211_1996
211,8/22/1996,4.29,211_1996
211,8/23/1996,4,211_1996
211,8/24/1996,3.6500001,211_1996
211,8/25/1996,2.7,211_1996
211,8/26/1996,2.9300001,211_1996
211,8/27/1996,3.45,211_1996
211,8/28/1996,3,211_1996
211,8/29/1996,4,211_1996
211,8/30/1996,3.51,211_1996
211,8/31/1996,32.1899986,211_1996
211,9/1/1996,4.0999999,211_1996
211,9/2/1996,3.75,211_1996
211,9/3/1996,7,211_1996
211,9/4/1996,3.28,211_1996
211,9/5/1996,18.3999996,211_1996
211,9/6/1996,38.0499992,211_1996
211,9/9/1996,1.52,211_1996
211,9/10/1996,4,211_1996
211,9/11/1996,3.8,211_1996
211,9/16/1996,4,211_1996
211,9/19/1996,2,211_1996
211,9/20/1996,36,211_1996
211,9/23/1996,3.1600001,211_1996
211,9/24/1996,3.1199999,211_1996
211,9/25/1996,8,211_1996
211,9/26/1996,1.95,211_1996
211,9/30/1996,1,211_1996
211,5/14/1997,2.1800001,211_1997
211,5/19/1997,15.6800003,211_1997
211,5/20/1997,7.27,211_1997
211,5/22/1997,1.41,211_1997
211,5/23/1997,2.04,211_1997
211,5/27/1997,2.8199999,211_1997
211,5/28/1997,2.6400001,211_1997
211,5/29/1997,6.73,211_1997
211,5/31/1997,12,211_1997
211,6/1/1997,2.8099999,211_1997
211,6/2/1997,3.98,211_1997
211,6/3/1997,7.6599998,211_1997
211,6/4/1997,3.71,211_1997
211,6/5/1997,7.0900002,211_1997
211,6/6/1997,2.0799999,211_1997
211,6/7/1997,7.9099998,211_1997
211,6/8/1997,2.8099999,211_1997
211,6/9/1997,6.1199999,211_1997
211,6/10/1997,7.4200001,211_1997
211,6/11/1997,7.0900002,211_1997
211,6/12/1997,6.27,211_1997
211,6/15/1997,1.41,211_1997
211,6/16/1997,10.3599997,211_1997
211,6/17/1997,2.55,211_1997
211,6/18/1997,4.9299998,211_1997
211,6/19/1997,8.8800001,211_1997
211,6/20/1997,3.72,211_1997
211,6/21/1997,2.98,211_1997
211,6/22/1997,2.0699999,211_1997
211,6/23/1997,8.0900002,211_1997
211,6/24/1997,2.1800001,211_1997
211,6/26/1997,2.6500001,211_1997
211,6/27/1997,2.48,211_1997
211,6/28/1997,1.74,211_1997
211,6/29/1997,3.23,211_1997
211,6/30/1997,2.0699999,211_1997
211,7/1/1997,3.0599999,211_1997
211,7/2/1997,2.6600001,211_1997
211,7/3/1997,13.0900002,211_1997
211,7/4/1997,1.41,211_1997
211,7/5/1997,2.73,211_1997
211,7/6/1997,2.3199999,211_1997
211,7/7/1997,21.8199997,211_1997
211,7/8/1997,5.0999999,211_1997
211,7/9/1997,2.1500001,211_1997
211,7/10/1997,3.8199999,211_1997
211,7/11/1997,2.03,211_1997
211,7/12/1997,2.3199999,211_1997
211,7/13/1997,3.8199999,211_1997
211,7/14/1997,2.4000001,211_1997
211,7/15/1997,3.76,211_1997
211,7/16/1997,3.01,211_1997
211,7/17/1997,2.73,211_1997
211,7/18/1997,1.66,211_1997
211,7/19/1997,23.1800003,211_1997
211,7/20/1997,2.73,211_1997
211,7/21/1997,5.7399998,211_1997
211,7/22/1997,6.5500002,211_1997
211,7/23/1997,4.3600001,211_1997
211,7/24/1997,1.16,211_1997
211,7/25/1997,2.1500001,211_1997
211,7/26/1997,2.23,211_1997
211,7/27/1997,2.0699999,211_1997
211,7/28/1997,4.6399999,211_1997
211,7/29/1997,2.8099999,211_1997
211,7/30/1997,0.62,211_1997
211,7/31/1997,2.0699999,211_1997
211,8/1/1997,3.97,211_1997
211,8/2/1997,14.1800003,211_1997
211,8/3/1997,2.9000001,211_1997
211,8/4/1997,3.3499999,211_1997
211,8/5/1997,2.9400001,211_1997
211,8/6/1997,2.3599999,211_1997
211,8/7/1997,5.0799999,211_1997
211,8/8/1997,4.0900002,211_1997
211,8/9/1997,3.55,211_1997
211,8/11/1997,2.1800001,211_1997
211,8/12/1997,3,211_1997
211,8/14/1997,3.8199999,211_1997
211,8/15/1997,2.73,211_1997
211,8/17/1997,19.6399994,211_1997
211,8/18/1997,2.55,211_1997
211,8/19/1997,3.8199999,211_1997
211,8/20/1997,3,211_1997
211,8/23/1997,6.8200002,211_1997
211,8/24/1997,6.27,211_1997
211,8/25/1997,6.2399998,211_1997
211,8/26/1997,4.3800001,211_1997
211,8/28/1997,1.9400001,211_1997
211,8/29/1997,8.4499998,211_1997
211,8/30/1997,3.27,211_1997
211,8/31/1997,4.0900002,211_1997
211,9/2/1997,15.2700005,211_1997
211,9/4/1997,6.23,211_1997
211,9/8/1997,1.3200001,211_1997
211,9/9/1997,7.5,211_1997
211,9/11/1997,4.0300002,211_1997
211,9/15/1997,3.72,211_1997
211,9/16/1997,5.4499998,211_1997
211,9/18/1997,3.3800001,211_1997
211,9/19/1997,5.4499998,211_1997
211,9/22/1997,29.1000004,211_1997
211,9/23/1997,5.0700002,211_1997
211,9/24/1997,3.5,211_1997
211,9/29/1997,3.04,211_1997
211,5/5/1998,3.71,211_1998
211,5/11/1998,5.29,211_1998
211,5/12/1998,3.71,211_1998
211,5/13/1998,2.3800001,211_1998
211,5/14/1998,7.0599999,211_1998
211,5/15/1998,8.8199997,211_1998
211,5/18/1998,6.2924399,211_1998
211,5/19/1998,2.6500001,211_1998
211,5/20/1998,5.29,211_1998
211,5/25/1998,1.76,211_1998
211,5/28/1998,3.1800001,211_1998
211,5/29/1998,2.8199999,211_1998
211,6/1/1998,3.1800001,211_1998
211,6/2/1998,0.95,211_1998
211,6/3/1998,6.71,211_1998
211,6/6/1998,3,211_1998
211,6/7/1998,4.2399998,211_1998
211,6/8/1998,0.823284,211_1998
211,6/9/1998,2.29,211_1998
211,6/10/1998,1.41,211_1998
211,6/11/1998,1.1781,211_1998
211,6/12/1998,3.4400001,211_1998
211,6/15/1998,3.71,211_1998
211,6/16/1998,2.29,211_1998
211,6/17/1998,6.8800001,211_1998
211,6/18/1998,2.4300001,211_1998
211,6/19/1998,8.8199997,211_1998
211,6/20/1998,1.77,211_1998
211,6/21/1998,2.3399999,211_1998
211,6/22/1998,6.71,211_1998
211,6/23/1998,2.29,211_1998
211,6/24/1998,3.1800001,211_1998
211,6/25/1998,4.0599999,211_1998
211,6/26/1998,4.7600002,211_1998
211,6/27/1998,3.1800001,211_1998
211,6/28/1998,0.67,211_1998
211,6/29/1998,4.5900002,211_1998
211,6/30/1998,7.0408802,211_1998
211,7/2/1998,3.51,211_1998
211,7/3/1998,3.3499999,211_1998
211,7/4/1998,3.3499999,211_1998
211,7/5/1998,1.71,211_1998
211,7/6/1998,15.2460003,211_1998
211,7/7/1998,10.5335999,211_1998
211,7/8/1998,3.3499999,211_1998
211,7/9/1998,6.71,211_1998
211,7/10/1998,1.45,211_1998
211,7/11/1998,1.64,211_1998
211,7/12/1998,3.3499999,211_1998
211,7/13/1998,2.4000001,211_1998
211,7/14/1998,3.0899999,211_1998
211,7/15/1998,5.8200002,211_1998
211,7/16/1998,2.47,211_1998
211,7/17/1998,4.4099998,211_1998
211,7/18/1998,1.77,211_1998
211,7/19/1998,3.1800001,211_1998
211,7/20/1998,7.9400001,211_1998
211,7/21/1998,4.2399998,211_1998
211,7/22/1998,8.3800001,211_1998
211,7/24/1998,6.3499999,211_1998
211,7/25/1998,3,211_1998
211,7/26/1998,3.1800001,211_1998
211,7/27/1998,3.1800001,211_1998
211,7/28/1998,0.88,211_1998
211,7/29/1998,8.7600002,211_1998
211,7/30/1998,6.6500001,211_1998
211,7/31/1998,7.0999999,211_1998
211,8/1/1998,9.8800001,211_1998
211,8/3/1998,2.0799999,211_1998
211,8/4/1998,3.1800001,211_1998
211,8/5/1998,5.8200002,211_1998
211,8/7/1998,4.9400001,211_1998
211,8/8/1998,2.47,211_1998
211,8/10/1998,1.59,211_1998
211,8/11/1998,2.6500001,211_1998
211,8/13/1998,2.8199999,211_1998
211,8/14/1998,1.83,211_1998
211,8/17/1998,2.47,211_1998
211,8/18/1998,2.0799999,211_1998
211,8/20/1998,2.655,211_1998
211,8/21/1998,11.4700003,211_1998
211,8/22/1998,3.71,211_1998
211,8/25/1998,6.1799998,211_1998
211,8/26/1998,5.0450401,211_1998
211,8/27/1998,4.7678399,211_1998
211,8/28/1998,3,211_1998
211,8/29/1998,2.8199999,211_1998
211,8/31/1998,8.3800001,211_1998
211,9/1/1998,2.47,211_1998
211,9/2/1998,1.39,211_1998
211,9/8/1998,2.3800001,211_1998
211,9/9/1998,15,211_1998
211,9/17/1998,4.7600002,211_1998
211,9/18/1998,6.5973601,211_1998
211,9/21/1998,2.1199999,211_1998
211,9/22/1998,1.6799999,211_1998
211,9/24/1998,0.6,211_1998
211,9/25/1998,2.47,211_1998
211,9/29/1998,0.66,211_1998
211,9/30/1998,5.7399998,211_1998
211,5/4/1999,3.48,211_1999
211,5/6/1999,13.5799999,211_1999
211,5/7/1999,3.7,211_1999
211,5/14/1999,3.8800001,211_1999
211,5/17/1999,5.8200002,211_1999
211,5/18/1999,2.02,211_1999
211,5/19/1999,4.6100001,211_1999
211,5/21/1999,0.46,211_1999
211,5/31/1999,3.4100001,211_1999
211,6/1/1999,5.5799999,211_1999
211,6/2/1999,3.0302401,211_1999
211,6/3/1999,4.6100001,211_1999
211,6/4/1999,3.2305441,211_1999
211,6/5/1999,5.4499998,211_1999
211,6/6/1999,4,211_1999
211,6/7/1999,3.6400001,211_1999
211,6/8/1999,4.73,211_1999
211,6/9/1999,3.03,211_1999
211,6/11/1999,1.77,211_1999
211,6/12/1999,5.8200002,211_1999
211,6/13/1999,6.1799998,211_1999
211,6/14/1999,9.6999998,211_1999
211,6/16/1999,4.4899998,211_1999
211,6/17/1999,5.4499998,211_1999
211,6/18/1999,4,211_1999
211,6/19/1999,2.9100001,211_1999
211,6/20/1999,2.6500001,211_1999
211,6/21/1999,8.7299995,211_1999
211,6/22/1999,2.9100001,211_1999
211,6/23/1999,2.4200001,211_1999
211,6/24/1999,2.1500001,211_1999
211,6/25/1999,13.8199997,211_1999
211,6/26/1999,9.8199997,211_1999
211,6/27/1999,6.1799998,211_1999
211,6/28/1999,6.5500002,211_1999
211,6/29/1999,6.9099998,211_1999
211,6/30/1999,4.4899998,211_1999
211,7/1/1999,2.02,211_1999
211,7/3/1999,4.3600001,211_1999
211,7/4/1999,6.9099998,211_1999
211,7/5/1999,34.5400009,211_1999
211,7/6/1999,4.1199999,211_1999
211,7/7/1999,20.8500004,211_1999
211,7/8/1999,2.02,211_1999
211,7/9/1999,13.8199997,211_1999
211,7/11/1999,11.6400003,211_1999
211,7/12/1999,31.5100002,211_1999
211,7/13/1999,5.0900002,211_1999
211,7/14/1999,3.1600001,211_1999
211,7/16/1999,2.55,211_1999
211,7/18/1999,2.1500001,211_1999
211,7/19/1999,10.6700001,211_1999
211,7/20/1999,1.64,211_1999
211,7/21/1999,2.1800001,211_1999
211,7/22/1999,3.8800001,211_1999
211,7/23/1999,1.52,211_1999
211,7/25/1999,5.8200002,211_1999
211,7/26/1999,1.3867199,211_1999
211,7/27/1999,2.6500001,211_1999
211,7/28/1999,2.254704,211_1999
211,7/29/1999,12.6099997,211_1999
211,7/30/1999,5.8200002,211_1999
211,8/2/1999,5.5799999,211_1999
211,8/3/1999,13.5799999,211_1999
211,8/4/1999,14.2267199,211_1999
211,8/5/1999,8.7299995,211_1999
211,8/6/1999,3.8800001,211_1999
211,8/7/1999,14.54,211_1999
211,8/8/1999,9.8199997,211_1999
211,8/10/1999,4.5710402,211_1999
211,8/11/1999,20.6100006,211_1999
211,8/12/1999,4.9819198,211_1999
211,8/14/1999,6.1799998,211_1999
211,8/15/1999,5.0900002,211_1999
211,8/16/1999,10.5500002,211_1999
211,8/17/1999,9.8199997,211_1999
211,8/18/1999,8.4799995,211_1999
211,8/19/1999,12.3599997,211_1999
211,8/20/1999,31.5100002,211_1999
211,8/21/1999,12.7299995,211_1999
211,8/22/1999,13.0900002,211_1999
211,8/23/1999,13.0900002,211_1999
211,8/24/1999,8.7299995,211_1999
211,8/25/1999,3.8199999,211_1999
211,8/26/1999,6.79,211_1999
211,8/27/1999,8.3599997,211_1999
211,8/28/1999,14.54,211_1999
211,8/29/1999,8,211_1999
211,8/30/1999,8.7299995,211_1999
211,8/31/1999,9.6999998,211_1999
211,9/1/1999,6.6254401,211_1999
211,9/2/1999,19.8249607,211_1999
211,9/3/1999,11.2700005,211_1999
211,9/4/1999,12.3599997,211_1999
211,9/6/1999,5.0900002,211_1999
211,9/7/1999,3.6400001,211_1999
211,9/8/1999,5.3299999,211_1999
211,9/9/1999,8.2399998,211_1999
211,9/14/1999,4.8499999,211_1999
211,9/21/1999,23.0300007,211_1999
211,9/24/1999,2.4200001,211_1999
211,9/27/1999,3.6400001,211_1999
211,9/28/1999,6.9335999,211_1999
211,9/29/1999,8.2399998,211_1999
211,5/1/2000,16.5900002,211_2000
211,5/2/2000,22.4400005,211_2000
211,5/3/2000,3.3199999,211_2000
211,5/4/2000,8.5257597,211_2000
211,5/5/2000,4.31424,211_2000
211,5/12/2000,1.992768,211_2000
211,5/15/2000,3.71,211_2000
211,5/17/2000,12.7299995,211_2000
211,5/18/2000,8,211_2000
211,5/22/2000,4.51968,211_2000
211,5/24/2000,5.8200002,211_2000
211,5/26/2000,7.27,211_2000
211,5/29/2000,7.6399999,211_2000
211,5/31/2000,6.1799998,211_2000
211,6/1/2000,7.8200002,211_2000
211,6/3/2000,11.4499998,211_2000
211,6/4/2000,5.4499998,211_2000
211,6/5/2000,1.46,211_2000
211,6/6/2000,3.00456,211_2000
211,6/7/2000,0.62,211_2000
211,6/8/2000,1.45,211_2000
211,6/9/2000,3.27,211_2000
211,6/10/2000,1.77,211_2000
211,6/12/2000,1.8200001,211_2000
211,6/13/2000,3.292176,211_2000
211,6/15/2000,3.0899999,211_2000
211,6/16/2000,3.0899999,211_2000
211,6/17/2000,18,211_2000
211,6/18/2000,3.55,211_2000
211,6/19/2000,2.0899999,211_2000
211,6/20/2000,5.8036799,211_2000
211,6/21/2000,7.6399999,211_2000
211,6/22/2000,3.8199999,211_2000
211,6/23/2000,0.73,211_2000
211,6/24/2000,3,211_2000
211,6/25/2000,1.46,211_2000
211,6/26/2000,7.6399999,211_2000
211,6/27/2000,1.11,211_2000
211,6/28/2000,4.3600001,211_2000
211,6/29/2000,2.1800001,211_2000
211,7/1/2000,4.6399999,211_2000
211,7/2/2000,3.1400001,211_2000
211,7/3/2000,2.1800001,211_2000
211,7/4/2000,4.0900002,211_2000
211,7/5/2000,7.0900002,211_2000
211,7/7/2000,6.5500002,211_2000
211,7/8/2000,2.45,211_2000
211,7/9/2000,2.73,211_2000
211,7/10/2000,6,211_2000
211,7/11/2000,7.27,211_2000
211,7/12/2000,7.6399999,211_2000
211,7/13/2000,1.98,211_2000
211,7/14/2000,2.5,211_2000
211,7/16/2000,3.27,211_2000
211,7/17/2000,4.9099998,211_2000
211,7/18/2000,2.1900001,211_2000
211,7/19/2000,2.537184,211_2000
211,7/20/2000,6.27,211_2000
211,7/21/2000,5.4499998,211_2000
211,7/23/2000,2.1900001,211_2000
211,7/24/2000,5.6399999,211_2000
211,7/25/2000,10.3599997,211_2000
211,7/26/2000,5.27,211_2000
211,7/28/2000,4.9099998,211_2000
211,7/29/2000,3.8199999,211_2000
211,7/30/2000,1.67,211_2000
211,7/31/2000,3.27,211_2000
211,8/1/2000,3.27,211_2000
211,8/2/2000,7.0900002,211_2000
211,8/3/2000,2.73,211_2000
211,8/4/2000,3,211_2000
211,8/5/2000,9.8199997,211_2000
211,8/6/2000,14.1800003,211_2000
211,8/7/2000,1.45,211_2000
211,8/8/2000,2.1800001,211_2000
211,8/9/2000,4.6399999,211_2000
211,8/10/2000,4.9099998,211_2000
211,8/11/2000,3.1637759,211_2000
211,8/12/2000,3.27,211_2000
211,8/13/2000,3.55,211_2000
211,8/14/2000,5.1799998,211_2000
211,8/15/2000,4.6399999,211_2000
211,8/16/2000,6.3172798,211_2000
211,8/18/2000,6,211_2000
211,8/19/2000,8.1800003,211_2000
211,8/21/2000,5.8036799,211_2000
211,8/22/2000,53.8199997,211_2000
211,8/24/2000,10.0900002,211_2000
211,8/25/2000,3.8199999,211_2000
211,8/26/2000,25.0900002,211_2000
211,8/28/2000,2.9100001,211_2000
211,8/29/2000,12.5500002,211_2000
211,8/31/2000,4.5500002,211_2000
211,9/1/2000,6.5500002,211_2000
211,9/2/2000,3.8199999,211_2000
211,9/5/2000,14.5500002,211_2000
211,9/7/2000,8,211_2000
211,9/11/2000,2.1263039,211_2000
211,9/12/2000,4.31424,211_2000
211,9/13/2000,4,211_2000
211,9/14/2000,3.45,211_2000
211,9/18/2000,3.2562239,211_2000
211,9/20/2000,5.0900002,211_2000
211,9/25/2000,4.73,211_2000
211,9/26/2000,2.6844161,211_2000
211,9/28/2000,5.3927999,211_2000
211,6/13/2001,1.22,211_2001
211,6/15/2001,3.52,211_2001
211,6/16/2001,8.9399996,211_2001
211,6/17/2001,4.8499999,211_2001
211,6/18/2001,1.64,211_2001
211,6/19/2001,0.94,211_2001
211,6/20/2001,1.54,211_2001
211,6/21/2001,5.6399999,211_2001
211,6/24/2001,3.0699999,211_2001
211,6/25/2001,4.98,211_2001
211,6/26/2001,8.0900002,211_2001
211,6/27/2001,1.26,211_2001
211,6/28/2001,1.46,211_2001
211,6/29/2001,2.9400001,211_2001
211,6/30/2001,3.79,211_2001
211,7/1/2001,2.77,211_2001
211,7/2/2001,3.8599999,211_2001
211,7/3/2001,4.54,211_2001
211,7/5/2001,1.3200001,211_2001
211,7/6/2001,1.84,211_2001
211,7/7/2001,4.0700002,211_2001
211,7/8/2001,4.3000002,211_2001
211,7/9/2001,7.3000002,211_2001
211,7/10/2001,6.5900002,211_2001
211,7/11/2001,5.1799998,211_2001
211,7/12/2001,4.8099999,211_2001
211,7/13/2001,2.1400001,211_2001
211,7/14/2001,4.1300001,211_2001
211,7/15/2001,3.79,211_2001
211,7/16/2001,3.0699999,211_2001
211,7/17/2001,2.05,211_2001
211,7/18/2001,14.71,211_2001
211,7/19/2001,7.1700001,211_2001
211,7/20/2001,4.2199998,211_2001
211,7/22/2001,0.71,211_2001
211,7/23/2001,0.87,211_2001
211,7/24/2001,4.3400002,211_2001
211,7/25/2001,2.1199999,211_2001
211,7/26/2001,2.3,211_2001
211,7/27/2001,9.9799995,211_2001
211,7/28/2001,2.47,211_2001
211,7/29/2001,3.8900001,211_2001
211,7/30/2001,1.55,211_2001
211,7/31/2001,2.74,211_2001
211,8/1/2001,1.97,211_2001
211,8/2/2001,4.52,211_2001
211,8/3/2001,2.5699999,211_2001
211,8/5/2001,3.6500001,211_2001
211,8/6/2001,9.4200001,211_2001
211,8/7/2001,1.8,211_2001
211,8/8/2001,6.0799999,211_2001
211,8/10/2001,4.29,211_2001
211,8/11/2001,2.27,211_2001
211,8/12/2001,4.3299999,211_2001
211,8/13/2001,2.01,211_2001
211,8/14/2001,3.22,211_2001
211,8/15/2001,3.3900001,211_2001
211,8/18/2001,2.23,211_2001
211,8/19/2001,2.98,211_2001
211,8/20/2001,5.02,211_2001
211,8/21/2001,3.3299999,211_2001
211,8/22/2001,2.8499999,211_2001
211,8/23/2001,36.7299995,211_2001
211,8/24/2001,1.62,211_2001
211,8/25/2001,2.9400001,211_2001
211,8/26/2001,24.3400002,211_2001
211,8/27/2001,1.84,211_2001
211,8/28/2001,3.8499999,211_2001
211,8/29/2001,11.6099997,211_2001
211,8/30/2001,3.5799999,211_2001
211,8/31/2001,4.4299998,211_2001
211,9/2/2001,3.1800001,211_2001
211,9/3/2001,3.6300001,211_2001
211,9/4/2001,2.6800001,211_2001
211,9/5/2001,2.1400001,211_2001
211,9/6/2001,2.9000001,211_2001
211,9/7/2001,13.96,211_2001
211,9/10/2001,13.3000002,211_2001
211,9/11/2001,8.3100004,211_2001
211,9/12/2001,4.3000002,211_2001
211,9/17/2001,2.24,211_2001
211,9/18/2001,2.3299999,211_2001
211,9/19/2001,4.5599999,211_2001
211,9/21/2001,3.3099999,211_2001
211,9/24/2001,5.4499998,211_2001
211,9/26/2001,2.1900001,211_2001
211,9/27/2001,11.2799997,211_2001
211,5/17/2002,1.3,211_2002
211,5/20/2002,3.54,211_2002
211,5/28/2002,2.8399999,211_2002
211,5/29/2002,6.02,211_2002
211,5/30/2002,6.0599999,211_2002
211,6/1/2002,2.51,211_2002
211,6/3/2002,0.92,211_2002
211,6/4/2002,3.28,211_2002
211,6/7/2002,8.7700005,211_2002
211,6/9/2002,1.86,211_2002
211,6/10/2002,3.4400001,211_2002
211,6/13/2002,2.0799999,211_2002
211,6/14/2002,5.5799999,211_2002
211,6/16/2002,1.09,211_2002
211,6/17/2002,3.6300001,211_2002
211,6/18/2002,4.3000002,211_2002
211,6/19/2002,1.51,211_2002
211,6/20/2002,4.7199998,211_2002
211,6/22/2002,3.8099999,211_2002
211,6/23/2002,2.24,211_2002
211,6/24/2002,3.6900001,211_2002
211,6/25/2002,5.9699998,211_2002
211,6/26/2002,1.4,211_2002
211,6/28/2002,1.97,211_2002
211,6/29/2002,2.1099999,211_2002
211,6/30/2002,1.17,211_2002
211,7/1/2002,2.78,211_2002
211,7/2/2002,2.74,211_2002
211,7/3/2002,1.63,211_2002
211,7/5/2002,5.52,211_2002
211,7/6/2002,2.9000001,211_2002
211,7/7/2002,3.3499999,211_2002
211,7/8/2002,2.3499999,211_2002
211,7/9/2002,2.04,211_2002
211,7/10/2002,1.88,211_2002
211,7/12/2002,4.1700001,211_2002
211,7/13/2002,36.3499985,211_2002
211,7/14/2002,4.2399998,211_2002
211,7/15/2002,6.8800001,211_2002
211,7/16/2002,0.55,211_2002
211,7/17/2002,13.7200003,211_2002
211,7/18/2002,2.98,211_2002
211,7/19/2002,1.99,211_2002
211,7/20/2002,7.3400002,211_2002
211,7/21/2002,1.17,211_2002
211,7/22/2002,1.1900001,211_2002
211,7/23/2002,3.5699999,211_2002
211,7/24/2002,3.8800001,211_2002
211,7/25/2002,1.96,211_2002
211,7/26/2002,2.72,211_2002
211,7/27/2002,38.8499985,211_2002
211,7/28/2002,0.9,211_2002
211,7/29/2002,7.6599998,211_2002
211,7/31/2002,1.9,211_2002
211,8/1/2002,1.11,211_2002
211,8/2/2002,1.27,211_2002
211,8/3/2002,4.5,211_2002
