"lagoslakeid","gnis_name","nhd_lat","nhd_long","lake_area_ha","lake_perim_meters","class","maxdepth","dr","colora","colort","chla_mean","tn.avg","tn.trend","tp.avg","tp.trend","np","trend.pptmean","trend.pptp95","trend.pptlag1","trend.tmaxmean","trend.tmaxp95","trend.tmaxlag1","wetland_pct","devel_pct","agri_pct","HU4zone","HU2zone","tsi","tsi.cat","LII_ecoregion"
3307,"Spurzem Lake",45.036309,-93.618879,29.63869329,2426.8143,"mountains",11.706,34.88592765825,42.5,NA,55.4747647058824,1895.67272727273,0.170761634957035,NA,NA,NA,0.0137565597441731,0.0163089085485273,-0.0182498331966971,0.0414209864529991,0.0139929437469893,0.0191107087551284,14.83,14.9,47.67,"0701","07",69.9962559104551,"eutrophic","8.1"
3523,"Lake Pepin",44.495383,-92.286713,10316.53662,132136.4799,"mountains",17.1,30.4736288814724,43.3760683760684,NA,28.9287765957447,NA,NA,202.557237706264,-0.185418113302275,NA,0.0229878291667643,0.0178892897679765,0.02440103070428,0.0429370795088107,0.0233526083004575,0.0100774709953112,1.75,9.2,61.98,"0704","07",63.6090492990108,"eutrophic","8.1"
3542,"Lake Hiawatha",44.920811,-93.23598,21.68515418,1784.2619,"mountains",9.4,142.503407785316,NA,NA,20.2080575539568,1002.64572649573,-0.0945372294747186,NA,NA,NA,0.00629732059908725,0.0244882892793911,-0.015901200435934,0.0439010053054985,0.0236824575429517,0.0172403835913506,0.11,99.3,0,"0701","07",60.0896586682196,"eutrophic","8.1"
3630,NA,45.043496,-93.340623,22.66251262,2253.6085,"mountains",13.7,7.65130142484616,20,NA,19.2434210526316,NA,NA,NA,NA,NA,-0.00129439126192153,0.0176189133702554,0.00376703914181017,0.0477568281758371,0.0263325894295833,0.0145211191658407,2.43,96.49,0,"0701","07",59.6098302328211,"eutrophic","8.1"
3637,"Medicine Lake",45.007824,-93.420596,367.0990234,14520.5509,"mountains",14.9,9.2396684621635,18.3333333333333,NA,27.4780628272251,1044.93747918748,-0.083487918463588,NA,NA,NA,0.00199441515826773,0.0155117441148353,0.0052327783771495,0.0483356743485305,0.0250800469870738,0.0156382833909104,4.18,89.54,1.28,"0701","07",63.1043359950654,"eutrophic","8.1"
3643,"Lake Zumbra",44.884696,-93.664661,86.19873052,7459.8505,"mountains",17.7,1.46599290427694,NA,NA,9.35961165048544,1028.45454545455,-0.224983055186958,NA,NA,NA,0.01082907740749,0.018644111736632,-0.0134360759459023,0.0447234815054838,0.0200542647330692,0.0194221998463655,3.26,22.4,16.02,"0701","07",52.5391212710938,"eutrophic","8.1"
3753,"Lotus Lake",44.877001,-93.53032,95.98071738,7464.6702,"mountains",9.5,4.4741235992208,17.5,NA,30.5171875,NA,NA,NA,NA,NA,0.00854375683352173,0.0110810805689881,-0.00242477124396922,0.0466559481518994,0.0248017349846437,0.0180235674738951,0.55,92.84,2.85,"0702","07",64.1334253854299,"eutrophic","8.1"
3804,"South Pond",44.687835,-72.527146,45.54408077,6528.2924,"mountains",20.1168,10.275835098384,NA,NA,3.87037657866109,NA,NA,9.92735930820971,0.0539857604928707,NA,0.0301268856021704,0.0446722429865738,-0.00636865524229587,0.0261214383833372,0.0191986442036025,-0.0569196073676407,3.39,0.38,0,"0415","04",43.8763812507558,"mesotrophic","5.3"
3859,"Bone Lake",45.286429,-92.859682,88.28388076,4854.2076,"mountains",10,15.2030433692503,39.5,NA,21.9542253521127,NA,NA,NA,NA,3.6492908723438,0.00716991669874678,0.0131323031207209,-0.0269523736316572,0.0563236609192713,0.0281867243739658,0.00797875736949368,5.27,7.26,64.05,"0703","07",60.9026938717383,"eutrophic","8.1"
3863,"Gilfillan Lake",45.084266,-93.079301,40.88747592,3758.7351,"mountains",2.7,5.25764482553561,NA,NA,24.0251025641026,NA,NA,NA,NA,NA,0.0170142848279686,0.0402866775106438,0.00875881593966544,0.0268237122280766,0.0155550968827387,0.0151733700525646,3.59,44.11,2.76,"0701","07",61.786963386504,"eutrophic","8.1"
3943,"Eagle Lake",44.808573,-93.934381,71.66132855,3719.3771,"mountains",5,5.45531143658932,39,NA,60.0765100671141,NA,NA,NA,NA,NA,0.0102971324061957,0.0138420733013216,-0.0142573822584451,0.0371209176933079,0.0115934742109668,0.0158783272409002,5.06,6.33,79.28,"0701","07",70.7780215823564,"hypereutrophic","8.1"
3950,"Grove Lake",45.600146,-95.188584,143.3357442,7989.1057,"mountains",10,16.2600074601629,29.0909090909091,NA,12.0070422535211,NA,NA,NA,NA,NA,0.0386642709776124,0.036925969576203,-0.0274415051253917,0.0191701603233859,7.06152826903975e-05,0.0248686660585548,9.09,4.03,78.96,"0701","07",54.9826895880615,"eutrophic","8.1"
4052,"Pike Lake",45.066109,-93.41971,22.49003045,2432.093,"mountains",10.7,17.6732068897666,NA,NA,38.2874489795918,1390.14285714286,0.0708182985081177,NA,NA,NA,0.00223700967272297,0.00639943967821563,-0.0140913486917318,0.0489776405655802,0.0241451754578838,0.0147799433210725,5.52,87.51,0,"0701","07",66.3586481894521,"eutrophic","8.1"
4099,NA,45.408891,-84.805378,1391.750468,42546.3887,"mountains",22.5552,14.0118721698896,NA,8.75,1.93460975609756,449.9836,-0.212985107105136,7.68388888888889,0.206430252775545,5.08240750091495,0.0252576375444115,0.0381259800513097,0.0035836149075291,0.0317739255382977,0.0207510205315883,-0.0269654238476361,15.07,6.26,9.87,"0407","04",37.0736742274252,"oligotrophic","5.2"
4115,"Comfort Lake",45.320953,-92.947567,85.93665079,4990.4274,"mountains",14.3,26.195807775906,36,NA,14.9118055555556,NA,NA,NA,NA,NA,0.0140155742821836,0.0182295108039622,-0.0258033870660151,0.0639751354219325,0.0357083711945656,0.00551744768189577,11.71,29.17,33.98,"0703","07",57.1081230724754,"eutrophic","8.1"
4200,"Lake Independence",45.030909,-93.649275,324.6329052,10932.8252,"mountains",17.7,5.22000329866746,24,NA,25.5536363636364,1345.63023088023,0.0153289171606603,NA,NA,4.18988803929526,0.0113951637130907,0.0165871117038736,-0.020216476067253,0.0396138088175896,0.013819765582226,0.0205572662560132,10.38,8.32,54.1,"0701","07",62.3920481698359,"eutrophic","8.1"
4243,NA,44.971224,-91.857863,561.5358537,30270.8241,"mountains",11.2776,193.041729901565,NA,23.5,80.1723684210526,NA,NA,137.247040343915,-0.00388661003466359,NA,0.0114757107439657,0.00639929092956875,0.0406467614127356,0.0316887190890925,0.00521576657592433,0.00538692515745006,5.32,7.13,57.15,"0705","07",73.6087952258389,"hypereutrophic","8.1"
4317,"Big Pond",42.891222,-73.068435,13.65093905,1603.768,"mountains",8.5344,20.7911871967519,NA,NA,4.9918691588785,NA,NA,NA,NA,NA,-0.00604817170797145,0.0033094243244303,-0.0330025884510141,0.0418085262645197,0.0324269197476931,-0.06229702137112,1.11,11.6,0.63,"0202","02",46.3726202257238,"mesotrophic","5.3"
4339,"Forest Lake",44.407393,-72.441595,54.81600168,3868.5907,"mountains",29.5656,18.8087298854592,NA,NA,1.9168595,NA,NA,14.5672165634562,0.213265198851832,NA,0.00490781616623149,0.00720188867555645,-0.00408814631754711,0.0366625561509835,0.0197831791677882,-0.0562113142363693,6.16,4.07,1.86,"0415","04",36.9832509455034,"oligotrophic","5.3"
4356,"Halls Lake",44.085892,-72.123276,34.47811596,3543.9494,"mountains",9.144,7.71562261721681,NA,NA,6.74177580495833,NA,NA,19.9233110883333,-0.129530738627131,NA,0.0155711825622313,0.0154666142539653,0.00452213100255079,0.0262206695986786,0.00225809675627911,-0.0549331581734036,1.12,6.98,17.33,"0108","01",49.3206521887459,"mesotrophic","5.3"
4388,"Lake Paran",42.932628,-73.23297,14.19807671,1852.5159,"mountains",7.0104,273.971551179202,NA,NA,13.8729852298507,NA,NA,NA,NA,NA,0.0256322748816776,0.0272985073799175,-0.0285807989181812,0.0449615521742207,0.0275852594225663,-0.0561878370707339,8.72,9.5,25.91,"0202","02",56.3997451506114,"eutrophic","5.3"
4432,NA,46.094142,-91.125792,948.7409316,40513.8935,"mountains",9.4488,6.96230236515707,NA,18.3333333333333,12.4361818181818,NA,NA,24.754304029304,-0.0317540479515867,NA,0.0384785463068813,0.0321679971965384,-0.000959909946805587,0.0143566536039568,-0.00792143953329154,-0.00722275869989686,31.94,4.82,0.19,"0705","07",55.3271852026456,"eutrophic","5.2"
4449,"Maidstone Lake",44.648797,-71.650141,305.8602552,10733.5033,"mountains",36.8808,3.01732711331368,15,12.3333333333333,1.56677072115914,NA,NA,6.39009061022517,0.138544752546096,NA,0.0304396095276588,0.0377081430941357,0.0134599995186083,0.0342653671075887,0.00902456668734829,-0.0497173680882919,1.5,1.61,0,"0108","01",35.0048531952703,"oligotrophic","5.3"
4484,"Curtis Pond",44.383202,-72.495912,30.84730446,5018.4557,"mountains",9.4488,10.2168444639522,13.75,NA,7.07443012394158,NA,NA,17.6084999737859,0.144168439098527,NA,0.00456447876881347,0.00196575264813069,0.000624555416666059,0.0448982907564567,0.0260992570480872,-0.0562839361851131,3.4,4.46,14.49,"0415","04",49.7931364147615,"mesotrophic","5.3"
4559,"Lake Monona",43.068029,-89.360153,1359.758514,26449.7668,"plains",22.5,5.97219669992079,NA,11.6666666666667,8.67904411764706,NA,NA,55.5223274328105,0.0355273694532513,4.14083296952734,0.0357561285911725,0.0456591723377587,0.00132342009857384,0.0276540647278451,-0.00360846098897662,-0.0208336557617284,3.02,74.18,17.66,"0709","07",51.798540813527,"eutrophic","8.2"
4584,"Harvey Lake",44.293901,-72.137417,144.5672498,6542.2511,"mountains",44.196,13.5944936541222,NA,NA,2.31834098455505,NA,NA,11.6099817617641,0.134038003628725,NA,0.0238398496401598,0.0323387436516176,0.0195396158577577,0.0333942746310642,0.00243171927352275,-0.0494439899708382,6.94,4.52,15.55,"0108","01",38.8487565210991,"oligotrophic","5.3"
4619,"Chipman Lake",43.407475,-73.030549,32.23226609,2748.3062,"mountains",3.3528,5.83572524732778,NA,NA,3.04504687430556,NA,NA,11.7020934884039,0.221450794913581,NA,-0.0215687759876636,-0.00213934648270307,-0.0256655958522372,0.0799577853661098,0.0632690963264105,-0.0639394602318197,3.68,4.31,8.56,"0415","04",41.5235948530081,"mesotrophic","5.3"
4625,"Allequash Lake",46.036814,-89.629758,164.2398169,9427.8125,"mountains",8,8.70968473418945,NA,15.2357,6.68451410658307,324.089333333333,-0.0103701618945195,18.2206196581197,0.0196454771289485,3.86249732428056,0.0277288731390114,0.0334477867997595,0.0132667129602832,0.0377540603420141,0.0154367909710127,-0.00338607877275547,27.03,3.55,0.2,"0705","07",49.2369744682927,"mesotrophic","5.2"
4626,"Lake Fairlee",43.889166,-72.226987,186.8760625,11736.6557,"mountains",15.24,26.8007757601378,NA,NA,4.46722222986111,NA,NA,14.2042521095299,0.186352267838949,NA,0.0474351021157546,0.0559511595129616,0.00115245719388514,0.0299789703725621,0.0078113987580381,-0.0575122091445456,3.72,3.08,5.15,"0108","01",45.2832822135678,"mesotrophic","5.3"
4655,"Shadow Lake",44.668504,-72.225321,87.93577856,4207.1816,"mountains",42.3672,10.2992304603529,NA,NA,1.82490683540373,NA,NA,8.18209832373143,0.107064348448961,NA,0.0243590308780729,0.0363035557836597,0.0097328130729148,0.0245491211033977,0.00830390106428299,-0.0550470179404954,3.23,3.1,4.55,"0415","04",36.5009988684144,"oligotrophic","5.3"
4664,"Trout Lake",46.043693,-89.673305,1565.050518,32458.4788,"mountains",35.7,2.54333258781107,NA,6.9227,2.70602173913043,216.549,0.00397827301353166,6.15326923076923,0.00477358395245992,4.3914189204072,0.0208928793528506,0.0309355753173024,0.0101499353493503,0.035532635039319,0.0120646379242042,-0.0035386572690861,29.38,7.77,0.63,"0705","07",40.3656545168902,"mesotrophic","5.2"
4722,"Crystal Lake",46.001794,-89.613093,37.52048463,2263.8742,"mountains",20.4216,15.2527933592419,NA,3.2833,1.56444126984127,167.807333333333,0.03482877640868,4.67665750915751,0.0178577908518299,4.43090826225809,0.029606988867673,0.0325246398347076,0.0126415779231431,0.039751611731297,0.0151540368895424,-0.00219420043916849,14.51,9.8,1.35,"0705","07",34.9902569803159,"oligotrophic","5.2"
4742,"Ticklenaked Pond",44.187891,-72.09915,22.24601834,2771.5399,"mountains",15.5448,24.752497304648,NA,NA,13.3301048127124,NA,NA,31.1996931249803,-0.0384604910953356,NA,0.0255360091599555,0.0346148535596761,0.0160227112469536,0.0381615228033221,0.00920692875450036,-0.0507308189971845,3.78,6.94,31.37,"0108","01",56.0081452213437,"eutrophic","5.3"
4787,"Lake Bomoseen",43.653966,-73.209565,977.346266,36958.5244,"mountains",19.812,6.0097205610033,5,NA,2.06115808615625,NA,NA,NA,NA,NA,0.0336695792362485,0.0346866383380465,-0.0154338655527086,0.0545284496849591,0.0260329252313254,-0.0593207829465729,7.06,7.48,6.03,"0415","04",37.6952591053543,"oligotrophic","5.3"
4845,"Seymour Lake",44.891947,-71.989589,719.2264761,17249.8971,"mountains",50.9016,5.63132731286837,11.25,NA,1.97370309525571,NA,NA,8.99956500258586,0.11594277572745,NA,0.0172780239743612,0.032144635823832,0.0380174101100843,0.0377756393198395,0.0156985956628065,-0.0519315156771297,4.72,4.17,6.22,"0415","04",37.2699320310853,"oligotrophic","5.3"
4892,"Lake Eden",44.718913,-72.505383,80.14004352,9780.7026,"mountains",12.192,22.3162264886177,16.25,NA,3.43789543206875,NA,NA,11.8588794644328,0.111560728991334,NA,0.0146840693374141,0.0195591514689341,-0.00663414051539628,0.0287249518405525,0.0183072218991856,-0.0541179024247988,1.2,4.74,1.13,"0415","04",42.7139716082829,"mesotrophic","5.3"
4898,"Spring Lake",43.495915,-72.918757,25.76633947,2789.7571,"mountains",25.6032,3.25863240712787,NA,7,10.9411818972727,NA,NA,13.9406935656936,0.213746634534069,6.03004663526548,-0.0165830419890455,0.00832171693341313,-0.0121876520955792,0.0551527600976257,0.0319759705764723,-0.0568220830756468,6,1.71,0,"0415","04",54.0707568295692,"eutrophic","5.3"
4972,"Lake Memphremagog",44.957048,-72.217978,2691.285038,67896.269,"mountains",106.9848,25.8750675668862,NA,NA,5.06767240344828,NA,NA,19.6707530895031,-0.136297106246318,NA,0.0561485308643189,0.0401413985648775,0.0447462633546568,0.0237285709881979,0.0210879092153402,-0.0581861241687701,NA,NA,NA,"0415","04",46.5204686938289,"mesotrophic","5.3"
4995,"Lake Salem",44.926478,-72.102106,314.2192512,11616.5521,"mountains",21.336,20.3725804245058,NA,NA,3.09907216546392,NA,NA,13.0465703120064,0.220873999091992,NA,0.0331841691132881,0.0345322957236024,0.0458537183112726,0.0296268753630732,0.02001732980246,-0.0550558454402887,7.89,6.12,24.51,"0415","04",41.6961181268889,"mesotrophic","5.3"
5052,"Lake Raponda",42.87525,-72.81859,50.10695894,5061.3653,"mountains",3.6576,3.52017524374629,NA,NA,2.4785439521978,NA,NA,11.6979888070146,0.0886741227200077,NA,0.00858738759517623,0.0238112385037564,-0.0423500725132319,0.0369997316007165,0.0210268478886847,-0.0559407137562811,0.21,10.69,0.1,"0108","01",39.5042551754506,"oligotrophic","5.3"
5093,"Fairfield Pond",44.853471,-72.989574,187.480516,11097.9502,"mountains",12.8016,7.10050622007036,NA,NA,10.0767391170807,NA,NA,20.0052871870837,-0.0456029426942084,NA,0.030182680773196,0.0295737416835587,-0.0145670719960404,0.0399995281596815,0.0365653831095147,-0.0647149614045772,8.84,2.27,9.38,"0415","04",53.263353455258,"eutrophic","5.3"
5135,"Peacham Pond",44.331142,-72.260019,140.6055926,9943.07,"mountains",18.5928,9.59989241565915,15,32,4.10772725909091,NA,NA,13.4704616302727,0.235624433744657,NA,-0.00330986680659032,0.00426715722191633,0.00596850196927806,0.0265634772648424,0.000585481413910362,-0.0488017229416351,3.59,0.56,0,"0415","04",44.4602536918838,"mesotrophic","5.3"
5227,"Lake Groton",44.269001,-72.263931,176.1983053,10789.3661,"mountains",10.668,24.5220794300114,NA,NA,4.46892412110078,NA,NA,12.1901555433333,0.298811559096777,NA,0.00179300334819112,0.00552046464415142,0.0151358087069497,0.0346792690281329,0.00737749466633228,-0.0517375545749164,7.75,1.06,0,"0108","01",45.287018847371,"mesotrophic","5.3"
5238,"Lake Saint Catherine",43.468388,-73.212619,359.2209498,17393.9627,"mountains",20.7264,7.39145778239908,NA,NA,4.80306450887097,NA,NA,16.531522341746,-0.0871824621093103,NA,0.0191025293023512,0.0373856188378748,-0.0138267454351072,0.0645477845819078,0.0441671190271701,-0.0627195085005122,4.55,7.33,5.46,"0415","04",45.9943832462889,"mesotrophic","5.3"
5248,"Big Muskellunge Lake",46.016693,-89.614589,363.4453287,16150.2956,"mountains",21.336,1.52883791239659,NA,201.6381,2.45893687707641,336.715,0.00808153399153649,8.13855311355311,0.0445435462422283,4.64776539025175,0.029606988867673,0.0325246398347076,0.0126415779231431,0.039751611731297,0.0151540368895424,-0.00219420043916849,16.36,7.69,0,"0705","07",39.4263423998237,"oligotrophic","5.2"
5284,"Joes Pond",44.412563,-72.216084,163.9212517,14222.2265,"mountains",23.7744,40.0582411182259,NA,NA,2.81706010208537,NA,NA,22.6180627840188,0.409058259604779,NA,0.0139909664295828,0.0272937776195178,-0.00115210340906131,0.00701544020957245,-0.0181474100383461,-0.0445834112022497,5.71,3.97,4.76,"0108","01",40.7601564150116,"mesotrophic","5.3"
5288,"Lake Morey",43.922736,-72.149991,222.5241718,7913.0093,"mountains",13.1064,7.31707927201462,NA,NA,6.63964086381327,NA,NA,19.3414036824382,-0.0456980607563934,NA,0.0351232767593727,0.0418669029540435,0.00593960694394821,0.0280330768632162,0.0103212125078653,-0.0576075636448728,1.62,5.87,1,"0108","01",49.1708977562073,"mesotrophic","5.3"
5293,NA,45.250604,-91.402686,440.8150517,23230.7335,"mountains",30.7848,3.86353388894502,NA,13.1818181818182,3.94903846153846,NA,NA,17.2046759259259,-0.0893455808357138,NA,0.0121755357158184,0.0327130663474398,0.0353524988219378,0.022171265099893,-0.00928815820615295,0.00188277396114464,32.02,4.66,3.66,"0705","07",44.0737615150654,"mesotrophic","5.2"
5320,"Cole Pond",43.147757,-72.805908,16.76307606,2263.1675,"mountains",3.9624,3.10442729745629,24.6153846153846,21.5714285714286,2.42468978272506,NA,NA,9.40113020821214,-0.013335662006651,NA,0.0178715272423559,0.0352698850600584,-0.0254470152053744,0.0457089374048366,0.0287553812934229,-0.0630948203581227,1.55,6.91,0,"0108","01",39.2887522331735,"oligotrophic","5.3"
5371,"Lake Mendota",43.107725,-89.422733,3961.151639,38422.282,"plains",25.3,6.1498068213692,NA,13.3333333333333,9.77805755395683,NA,NA,56.0834215167548,-0.18702562273734,3.76877064510957,0.0342847198721461,0.0524573254071482,0.00169096826798525,0.0350259371683734,0.00197042430528153,-0.0203658699563413,3.62,28.38,60.49,"0709","07",52.9681817405158,"eutrophic","8.2"
5382,"Great Hosmer Pond",44.694038,-72.360725,59.30344637,8439.6727,"mountains",17.3736,4.84278435368106,NA,NA,8.80958545112062,NA,NA,21.5704639567361,0.144293684803524,NA,0.0186296067267476,0.0147978739806611,-0.00222457985700891,0.021009038098767,0.00712086805415741,-0.0543596479573615,4.8,2.74,7.54,"0415","04",51.9449941717945,"eutrophic","5.3"
5397,"Lake Parker",44.719052,-72.233971,102.4488903,5010.1473,"mountains",13.716,20.47315331438,17.5,NA,7.73902373324538,NA,NA,17.1386476405146,0.0502846746623611,NA,0.0129058033566566,0.0179410290065924,-0.000610609139628719,0.0258910609410084,0.0109943776454403,-0.0535446400282542,2.48,4.35,20.01,"0415","04",50.6739631159779,"eutrophic","5.3"
5407,"Lake Carmi",44.972199,-72.874959,572.7381832,12976.2502,"mountains",10.0584,4.29468892096035,NA,NA,14.5784961836213,NA,NA,29.3956413270052,0.0333387010021379,NA,0.0237770205588734,0.0119558655732648,0.000516865001720792,0.0297138756001344,0.0343952583453565,-0.0630215691300987,NA,NA,NA,"0415","04",56.8863617485005,"eutrophic","5.3"
5435,"Caspian Lake",44.585241,-72.310419,319.6445187,9311.6933,"mountains",43.2816,4.56422199865491,7.5,7,2.01977812287708,NA,NA,8.82292333009996,0.125830755841718,NA,0.0223265674513004,0.0332122592096583,0.0120444479676873,0.0243470119929632,0.00861064283896107,-0.0553831931083332,3.75,5.74,17.69,"0415","04",37.4963089958119,"oligotrophic","5.3"
5491,"Lake Dunmore",43.90168,-73.075781,420.7170356,18496.8742,"mountains",32.004,9.86168829622738,NA,NA,3.24578349375,NA,NA,11.6767536620367,0.180416805456113,NA,0.0202399057068487,0.016656272243971,-0.00555570813685083,0.0366438225679576,0.00909221170387276,-0.05544875752138,4.62,1.5,0.96,"0415","04",42.1498698888673,"mesotrophic","8.1"
5542,"Miles Pond",44.446888,-71.811139,89.45827024,5493.4823,"mountains",16.764,17.1432462966881,17.5,19,2.52463151931061,NA,NA,NA,NA,NA,0.0215246570186827,0.0461999696982492,0.0201246344016178,0.0363390840313537,0.00971278978044912,-0.0542049624835514,3.93,4.62,0.02,"0108","01",39.6849931186828,"oligotrophic","5.3"
5564,"Lake Iroquois",44.370142,-73.084184,99.94861587,6341.9721,"mountains",11.2776,7.85795388023716,NA,NA,8.36056989728358,NA,NA,NA,NA,NA,0.0195859168672915,0.0286470564495967,0.005515268373731,0.0454097048230349,0.0229326417245221,-0.0617410617082796,6.81,3.66,26.36,"0415","04",51.4317958901291,"eutrophic","5.3"
5567,"Lake Willoughby",44.748418,-72.05257,754.3050033,21028.3688,"mountains",93.8784,5.54810351076986,NA,NA,1.32551687257914,NA,NA,9.47532420934084,0.168678016453573,NA,0.0029509349003816,0.00967426643813707,0.0168396926061566,0.0265535637817959,0.0065314910864272,-0.0535133113911454,0.86,3.61,4.5,"0415","04",33.3644822884263,"oligotrophic","5.3"
6065,"Forest Lake",40.177545,-92.641957,234.8933228,28000.1838,"plains",12.19,15.2595284415637,NA,NA,12.7625,477.656664043028,-0.166781841346255,29.8959595959596,-0.215806940811493,3.63657843228126,0.00356480674423138,-0.0126755069132536,-0.0298083208308695,0.0468609295091139,0.0152936388259556,-0.0285882908257026,0.2,8.21,10.57,"1028","10",55.5812747100446,"eutrophic","9.2"
6208,"Stockton Lake",37.57015,-93.718828,10101.87911,464456.5803,"mountains",49.5,27.2363477729244,NA,NA,11.5840909090909,516.496265172736,0.0129029547232201,23.6768652915712,0.0559085135970552,4.03332415955205,0.00506577056293589,0.0253845924560557,0.0431576788089296,0.0295397370685393,0.0104733039844191,-0.0182838320991895,0.72,7.06,56.58,"1029","10",54.6308966244261,"eutrophic","8.4"
6227,"Lake Taneycomo",36.661942,-93.196415,861.3030064,133453.6099,"mountains",NA,100.077103527454,NA,NA,32.4068592057762,914.73856597405,0.184388252960649,62.9996758744223,0.148225955906312,3.67266811908578,0.0020098396074103,0.0103866918385255,0.00770954206753387,0.0324580017664635,0.012995822787313,-0.0246027922518966,0.16,10.24,15.2,"1101","11",64.7228107229295,"eutrophic","8.4"
6301,"Table Rock Lake",36.56094,-93.511837,13686.81147,982940.3929,"mountains",67.06,24.3303300355901,NA,NA,19.7510948905109,528.963723954616,0.0945500749777674,26.5244287744952,0.126070368367167,3.94459557946129,-0.00401023674789941,0.0107908201726233,-0.000139755995994102,0.0376170602163769,0.0203469266845689,-0.0271841711458181,0.21,5.41,29.36,"1101","11",59.8652795768596,"eutrophic","8.4"
6302,"Bull Shoals Lake",36.490608,-92.786039,18202.28056,1211805.159,"mountains",64.01,22.9843921601437,NA,NA,18.5834916201117,628.052243263263,0.0741591827363666,31.4399316851,-0.0452154257743436,4.10130568192155,0.0154819969408697,0.0311863806841822,-0.00258947773903885,0.0251137141096484,0.00866177249149778,-0.0285041900711202,0.2,3.96,24.48,"1101","11",59.2675044016313,"eutrophic","8.4"
6397,"Burden Lake",42.602017,-73.562201,149.5276008,14222.738,"mountains",11.6,6.25486491922634,NA,8.41772151898734,3.80082474226804,372.245535714286,-0.108692679739028,13.3883928571429,-0.0726661763090227,4.03730852916072,0.0326143133342298,0.027456819108043,-0.0345701415338665,0.0428126188835654,0.0229271768862881,-0.0593077125987729,4.27,12.28,8.19,"0202","02",43.6984893709026,"mesotrophic","5.3"
6399,"DeRuyter Reservoir",42.814186,-75.892558,224.4366753,10019,"mountains",16.5,3.9343336329488,NA,6.84210526315789,5.16655021834061,357.420634920635,0.0145139822617001,11.9280538302277,-0.0273813157165213,4.12159042632429,0.0111250943316178,0.00168049679733221,-0.0104418351013414,0.0359798896188391,0.0107237780082359,-0.0493474179842742,3.24,5.8,23.26,"0414","04",46.7100329788168,"mesotrophic","8.1"
6404,"Black Lake",44.504617,-75.583317,3179.200468,119772.5411,"mountains",4.9,32.8561205408076,NA,31.9111111111111,20.5274468085106,641.278571428571,0.0266163961048548,39.8809523809524,0.0124085819694288,3.59730156316654,0.0472812636879583,0.0428267203051261,0.00306342821844797,0.0464620778479941,0.029787327165098,-0.0542337552090768,15.94,5.58,21.87,"0415","04",60.2434936503873,"eutrophic","8.1"
6405,"Little Fresh Pond",40.918171,-72.408429,7.016839463,1223.0461,"plains",6.4,37.5551292700282,NA,58.3611111111111,16.4133333333333,553.333333333333,0.00606528522637715,27.8616071428571,0.123195094693209,3.82439092081301,-0.0335546408985948,-0.0409301878905112,-0.0512620442438116,0.0253537328011944,0.00617467968700984,0.014531435333462,1.84,34.67,4.16,"0203","02",58.0493022640783,"eutrophic","8.5"
6407,"Ballston Lake",42.93669,-73.85861,108.9514991,12290.037,"mountains",36,23.5187228185647,NA,24.6950354609929,17.9294444444444,600.575,0.104543563252458,29.906462585034,0.131037318678264,3.56190189682152,0.0375941419580892,0.0377395726711414,0.000988130935440314,0.0383905191604714,0.00907320743559524,-0.0535690085796745,23.54,14.43,24.99,"0202","02",58.9160186069702,"eutrophic","8.1"
6408,"Findley Lake",42.106075,-79.726181,124.9069714,9600.5348,"mountains",11.7,9.71409469303648,NA,14.8379888268156,31.1817567567568,503.058035714286,0.136883055101535,35.4831780538302,-0.0124006032234521,3.62222743183945,0.0112451389613482,0.00656375327010525,-0.0367539993978688,0.0360556522222996,0.0221221919923679,-0.0526062364910997,3.06,5.88,32.47,"0501","05",64.3447637358085,"eutrophic","8.1"
6409,"Peck Lake",43.114672,-74.412247,573.9046356,21740.276,"mountains",10.7,4.59597390643555,NA,12.8727272727273,4.26028571428571,NA,NA,NA,NA,4.41834620978333,0.0197407880008504,0.0201407205205314,0.000631776653013952,0.0136319103575841,0.00463031541153215,-0.0500263933014643,9.86,1.94,0,"0202","02",44.8179883879825,"mesotrophic","5.3"
6410,"Loon Lake",42.492786,-77.567238,67.06988437,5867.7085,"mountains",6.1,15.1969293308624,NA,11.2777777777778,5.88335766423358,435.803571428571,-0.0581594819006885,12.6020408163265,-0.0302422942705545,4.2624700499427,0.00483507157936582,0.0183668356343056,-0.0352540179906038,0.0444928249762382,0.0299817224530877,-0.0548220755070806,1.23,6.8,49.65,"0413","04",47.9845720529136,"mesotrophic","8.1"
6411,"Lake Clear",44.366481,-74.254602,448.510772,17663.5834,"mountains",17.5,5.11549875105341,NA,17.45,2.73948979591837,294.140211640212,-0.0972692767918355,8.55769230769231,-0.0326655553418204,4.24033859535052,0.0323057557869579,0.0150499637996225,-0.0162702676017293,0.0122770866284215,0.00182485367255404,-0.060547600927017,2.2,3.78,0,"0415","04",40.4862403494565,"mesotrophic","5.3"
6412,"Genegantslet Lake",42.516448,-75.774906,43.9682401,3915.8651,"mountains",18.3,28.9339684078008,NA,17.6428571428571,2.64776315789474,384.907407407407,-0.22808126146911,9.06006493506493,-0.00876191277344515,4.53472607922366,0.0223553067382195,0.0358791505535505,-0.0144925552655208,0.0306148647170137,0.00671579620157243,-0.0484482166339209,7.34,1.49,14.84,"0205","02",40.152146035403,"mesotrophic","8.1"
