lagoslakeid,sampledate,chla,source,lake_year,year
3092,8/5/2009,9.4,LAGOS-NE,3092_2009,2009
3092,8/22/2009,12,LAGOS-NE,3092_2009,2009
3092,9/1/2009,13,LAGOS-NE,3092_2009,2009
3092,9/14/2009,16,LAGOS-NE,3092_2009,2009
3092,9/28/2009,18,LAGOS-NE,3092_2009,2009
3092,5/12/2010,4.2,LAGOS-NE,3092_2010,2010
3092,5/25/2010,2.8,LAGOS-NE,3092_2010,2010
3092,6/13/2010,5.6,LAGOS-NE,3092_2010,2010
3092,6/24/2010,1.2,LAGOS-NE,3092_2010,2010
3092,7/12/2010,4,LAGOS-NE,3092_2010,2010
3092,7/19/2010,6.9,LAGOS-NE,3092_2010,2010
3092,8/7/2010,9.3,LAGOS-NE,3092_2010,2010
3092,8/18/2010,6,LAGOS-NE,3092_2010,2010
3092,9/4/2010,13,LAGOS-NE,3092_2010,2010
3092,9/13/2010,13,LAGOS-NE,3092_2010,2010
3092,9/28/2010,12,LAGOS-NE,3092_2010,2010
3092,5/10/2011,4.7,LAGOS-NE,3092_2011,2011
3092,5/23/2011,3.3,LAGOS-NE,3092_2011,2011
3092,6/1/2011,3.1,LAGOS-NE,3092_2011,2011
3092,6/6/2011,4.8,LAGOS-NE,3092_2011,2011
3092,6/13/2011,3.2,LAGOS-NE,3092_2011,2011
3092,6/20/2011,6.8,LAGOS-NE,3092_2011,2011
3092,6/28/2011,2.9,LAGOS-NE,3092_2011,2011
3092,6/29/2011,3.6,LAGOS-NE,3092_2011,2011
3092,7/12/2011,3.8,LAGOS-NE,3092_2011,2011
3092,7/18/2011,6.7,LAGOS-NE,3092_2011,2011
3092,7/29/2011,4,LAGOS-NE,3092_2011,2011
3092,7/31/2011,4,LAGOS-NE,3092_2011,2011
3092,8/10/2011,6.2,LAGOS-NE,3092_2011,2011
3092,8/15/2011,2.7,LAGOS-NE,3092_2011,2011
3092,8/22/2011,4.9,LAGOS-NE,3092_2011,2011
3092,8/29/2011,2.7,LAGOS-NE,3092_2011,2011
3092,9/6/2011,4.4,LAGOS-NE,3092_2011,2011
3092,9/13/2011,2.7,LAGOS-NE,3092_2011,2011
3092,9/23/2011,3.7,LAGOS-NE,3092_2011,2011
3092,9/26/2011,5.3,LAGOS-NE,3092_2011,2011
3092,5/22/2012,2.4,LAGOS-NE,3092_2012,2012
3092,5/30/2012,3.8,LAGOS-NE,3092_2012,2012
3092,6/12/2012,3.7,LAGOS-NE,3092_2012,2012
3092,6/25/2012,3.8,LAGOS-NE,3092_2012,2012
3092,7/9/2012,3.2,LAGOS-NE,3092_2012,2012
3092,7/25/2012,8.1,LAGOS-NE,3092_2012,2012
3092,8/7/2012,4.8,LAGOS-NE,3092_2012,2012
3092,8/20/2012,4.3,LAGOS-NE,3092_2012,2012
3092,9/3/2012,7.5,LAGOS-NE,3092_2012,2012
3092,9/23/2012,9.3,LAGOS-NE,3092_2012,2012
3113,5/19/2002,10,LAGOS-NE,3113_2002,2002
3113,6/2/2002,8,LAGOS-NE,3113_2002,2002
3113,6/25/2002,5,LAGOS-NE,3113_2002,2002
3113,7/2/2002,10,LAGOS-NE,3113_2002,2002
3113,7/14/2002,2,LAGOS-NE,3113_2002,2002
3113,8/2/2002,6,LAGOS-NE,3113_2002,2002
3113,8/18/2002,11,LAGOS-NE,3113_2002,2002
3113,9/2/2002,6,LAGOS-NE,3113_2002,2002
3113,9/15/2002,18,LAGOS-NE,3113_2002,2002
3113,5/17/2004,23,LAGOS-NE,3113_2004,2004
3113,6/15/2004,10,LAGOS-NE,3113_2004,2004
3113,6/20/2004,5,LAGOS-NE,3113_2004,2004
3113,7/13/2004,8,LAGOS-NE,3113_2004,2004
3113,7/19/2004,9,LAGOS-NE,3113_2004,2004
3113,8/15/2004,8,LAGOS-NE,3113_2004,2004
3113,8/16/2004,7,LAGOS-NE,3113_2004,2004
3113,9/15/2004,9,LAGOS-NE,3113_2004,2004
3113,9/20/2004,6,LAGOS-NE,3113_2004,2004
3113,5/15/2005,3,LAGOS-NE,3113_2005,2005
3113,6/15/2005,3,LAGOS-NE,3113_2005,2005
3113,6/20/2005,6,LAGOS-NE,3113_2005,2005
3113,7/12/2005,11,LAGOS-NE,3113_2005,2005
3113,7/18/2005,12,LAGOS-NE,3113_2005,2005
3113,8/15/2005,11,LAGOS-NE,3113_2005,2005
3113,8/18/2005,10,LAGOS-NE,3113_2005,2005
3113,9/19/2005,12,LAGOS-NE,3113_2005,2005
3113,9/20/2005,10,LAGOS-NE,3113_2005,2005
3113,5/21/2007,15,LAGOS-NE,3113_2007,2007
3113,6/18/2007,3,LAGOS-NE,3113_2007,2007
3113,7/15/2007,8,LAGOS-NE,3113_2007,2007
3113,7/16/2007,6,LAGOS-NE,3113_2007,2007
3113,7/24/2007,3.02,LAGOS-NE,3113_2007,2007
3113,8/15/2007,8,LAGOS-NE,3113_2007,2007
3113,8/20/2007,9,LAGOS-NE,3113_2007,2007
3113,9/16/2007,8,LAGOS-NE,3113_2007,2007
3113,9/24/2007,9,LAGOS-NE,3113_2007,2007
3113,5/19/2008,13,LAGOS-NE,3113_2008,2008
3113,6/12/2008,6,LAGOS-NE,3113_2008,2008
3113,6/16/2008,15,LAGOS-NE,3113_2008,2008
3113,7/14/2008,11,LAGOS-NE,3113_2008,2008
3113,7/21/2008,12,LAGOS-NE,3113_2008,2008
3113,8/18/2008,7,LAGOS-NE,3113_2008,2008
3113,8/19/2008,4,LAGOS-NE,3113_2008,2008
3113,9/15/2008,8,LAGOS-NE,3113_2008,2008
3113,9/16/2008,9,LAGOS-NE,3113_2008,2008
3113,6/20/2010,9,LAGOS-NE,3113_2010,2010
3113,6/22/2010,9,LAGOS-NE,3113_2010,2010
3113,7/12/2010,6,LAGOS-NE,3113_2010,2010
3113,7/13/2010,8,LAGOS-NE,3113_2010,2010
3113,8/2/2010,10,LAGOS-NE,3113_2010,2010
3113,8/23/2010,7,LAGOS-NE,3113_2010,2010
3113,9/13/2010,8,LAGOS-NE,3113_2010,2010
3113,9/16/2010,12,LAGOS-NE,3113_2010,2010
3113,6/20/2011,2,LAGOS-NE,3113_2011,2011
3113,6/22/2011,3,LAGOS-NE,3113_2011,2011
3113,7/11/2011,4,LAGOS-NE,3113_2011,2011
3113,7/19/2011,16,LAGOS-NE,3113_2011,2011
3113,8/1/2011,19,LAGOS-NE,3113_2011,2011
3113,8/15/2011,14,LAGOS-NE,3113_2011,2011
3113,8/22/2011,7,LAGOS-NE,3113_2011,2011
3113,9/12/2011,11,LAGOS-NE,3113_2011,2011
3113,9/13/2011,15,LAGOS-NE,3113_2011,2011
3113,5/21/2012,19,LAGOS-NE,3113_2012,2012
3113,6/17/2012,4,LAGOS-NE,3113_2012,2012
3113,6/19/2012,5,LAGOS-NE,3113_2012,2012
3113,7/15/2012,2,LAGOS-NE,3113_2012,2012
3113,7/16/2012,5,LAGOS-NE,3113_2012,2012
3113,8/13/2012,7,LAGOS-NE,3113_2012,2012
3113,8/19/2012,4,LAGOS-NE,3113_2012,2012
3113,9/12/2012,2,LAGOS-NE,3113_2012,2012
3113,9/17/2012,3,LAGOS-NE,3113_2012,2012
3140,5/9/2001,17.6,LAGOS-NE,3140_2001,2001
3140,5/24/2001,10.7,LAGOS-NE,3140_2001,2001
3140,6/7/2001,5.2,LAGOS-NE,3140_2001,2001
3140,6/27/2001,12.5,LAGOS-NE,3140_2001,2001
3140,7/10/2001,5.4,LAGOS-NE,3140_2001,2001
3140,7/31/2001,14.6,LAGOS-NE,3140_2001,2001
3140,8/16/2001,13.9,LAGOS-NE,3140_2001,2001
3140,8/30/2001,12.5,LAGOS-NE,3140_2001,2001
3140,9/13/2001,15.8,LAGOS-NE,3140_2001,2001
3140,9/27/2001,1.7,LAGOS-NE,3140_2001,2001
3140,5/21/2002,3.2,LAGOS-NE,3140_2002,2002
3140,6/5/2002,1.1,LAGOS-NE,3140_2002,2002
3140,6/20/2002,2.95099,LAGOS-NE,3140_2002,2002
3140,7/2/2002,12.6846,LAGOS-NE,3140_2002,2002
3140,7/18/2002,10.6,LAGOS-NE,3140_2002,2002
3140,8/1/2002,8.5,LAGOS-NE,3140_2002,2002
3140,8/14/2002,16.7,LAGOS-NE,3140_2002,2002
3140,8/28/2002,8.33976,LAGOS-NE,3140_2002,2002
3140,9/11/2002,8.8,LAGOS-NE,3140_2002,2002
3140,9/25/2002,6.03029,LAGOS-NE,3140_2002,2002
3140,5/5/2004,0.9,LAGOS-NE,3140_2004,2004
3140,5/19/2004,1.4,LAGOS-NE,3140_2004,2004
3140,6/23/2004,5.3,LAGOS-NE,3140_2004,2004
3140,7/8/2004,3.5,LAGOS-NE,3140_2004,2004
3140,7/21/2004,3.7,LAGOS-NE,3140_2004,2004
3140,8/4/2004,5.8,LAGOS-NE,3140_2004,2004
3140,8/17/2004,6.3,LAGOS-NE,3140_2004,2004
3140,9/1/2004,4,LAGOS-NE,3140_2004,2004
3140,9/16/2004,9.2,LAGOS-NE,3140_2004,2004
3140,9/29/2004,9.7,LAGOS-NE,3140_2004,2004
3140,5/11/2005,4.4,LAGOS-NE,3140_2005,2005
3140,6/2/2005,1.2,LAGOS-NE,3140_2005,2005
3140,6/16/2005,3.2,LAGOS-NE,3140_2005,2005
3140,6/30/2005,3.6,LAGOS-NE,3140_2005,2005
3140,7/14/2005,1.3,LAGOS-NE,3140_2005,2005
3140,7/28/2005,2.1,LAGOS-NE,3140_2005,2005
3140,8/11/2005,5.7,LAGOS-NE,3140_2005,2005
3140,8/25/2005,4.3,LAGOS-NE,3140_2005,2005
3140,9/8/2005,6.1,LAGOS-NE,3140_2005,2005
3140,9/21/2005,4.7,LAGOS-NE,3140_2005,2005
3140,5/11/2006,5.93,LAGOS-NE,3140_2006,2006
3140,6/1/2006,4.77,LAGOS-NE,3140_2006,2006
3140,6/14/2006,5.82,LAGOS-NE,3140_2006,2006
3140,6/29/2006,2.28,LAGOS-NE,3140_2006,2006
3140,7/12/2006,2.29,LAGOS-NE,3140_2006,2006
3140,7/27/2006,2.87,LAGOS-NE,3140_2006,2006
3140,8/10/2006,8.09,LAGOS-NE,3140_2006,2006
3140,8/23/2006,5.08,LAGOS-NE,3140_2006,2006
3140,9/7/2006,4.55,LAGOS-NE,3140_2006,2006
3140,5/11/2007,2.5,LAGOS-NE,3140_2007,2007
3140,5/25/2007,2.88,LAGOS-NE,3140_2007,2007
3140,6/21/2007,1.34,LAGOS-NE,3140_2007,2007
3140,7/5/2007,5.53,LAGOS-NE,3140_2007,2007
3140,7/19/2007,5.09,LAGOS-NE,3140_2007,2007
3140,8/1/2007,4.49,LAGOS-NE,3140_2007,2007
3140,8/16/2007,7.83,LAGOS-NE,3140_2007,2007
3140,8/29/2007,11.62,LAGOS-NE,3140_2007,2007
3140,9/12/2007,6.83,LAGOS-NE,3140_2007,2007
3140,9/27/2007,10.37,LAGOS-NE,3140_2007,2007
3140,5/7/2008,99.2,LAGOS-NE,3140_2008,2008
3140,5/21/2008,6.4,LAGOS-NE,3140_2008,2008
3140,6/4/2008,3.4,LAGOS-NE,3140_2008,2008
3140,6/18/2008,18.2,LAGOS-NE,3140_2008,2008
3140,7/2/2008,3.3,LAGOS-NE,3140_2008,2008
3140,7/30/2008,4.8,LAGOS-NE,3140_2008,2008
3140,8/13/2008,5.3,LAGOS-NE,3140_2008,2008
3140,8/27/2008,12.2,LAGOS-NE,3140_2008,2008
3140,9/11/2008,9.9,LAGOS-NE,3140_2008,2008
3140,9/25/2008,15.7,LAGOS-NE,3140_2008,2008
3140,5/6/2010,1.3,LAGOS-NE,3140_2010,2010
3140,5/18/2010,1.7,LAGOS-NE,3140_2010,2010
3140,6/3/2010,2.9,LAGOS-NE,3140_2010,2010
3140,6/16/2010,4.9,LAGOS-NE,3140_2010,2010
3140,6/30/2010,5.2,LAGOS-NE,3140_2010,2010
3140,7/15/2010,10.6,LAGOS-NE,3140_2010,2010
3140,7/28/2010,5.1,LAGOS-NE,3140_2010,2010
3140,8/12/2010,9.4,LAGOS-NE,3140_2010,2010
3140,8/26/2010,11.3,LAGOS-NE,3140_2010,2010
3140,9/9/2010,6.6,LAGOS-NE,3140_2010,2010
3140,9/21/2010,13.4,LAGOS-NE,3140_2010,2010
3208,5/14/2000,6.7,LAGOS-NE,3208_2000,2000
3208,5/29/2000,10,LAGOS-NE,3208_2000,2000
3208,6/11/2000,7.3,LAGOS-NE,3208_2000,2000
3208,6/23/2000,25,LAGOS-NE,3208_2000,2000
3208,7/9/2000,46,LAGOS-NE,3208_2000,2000
3208,8/6/2000,46,LAGOS-NE,3208_2000,2000
3208,8/20/2000,51,LAGOS-NE,3208_2000,2000
3208,9/3/2000,40,LAGOS-NE,3208_2000,2000
3208,9/17/2000,30,LAGOS-NE,3208_2000,2000
3208,5/6/2001,36,LAGOS-NE,3208_2001,2001
3208,5/17/2001,4.4,LAGOS-NE,3208_2001,2001
3208,6/3/2001,9.2,LAGOS-NE,3208_2001,2001
3208,6/18/2001,20,LAGOS-NE,3208_2001,2001
3208,6/30/2001,24,LAGOS-NE,3208_2001,2001
3208,7/13/2001,4.8,LAGOS-NE,3208_2001,2001
3208,7/28/2001,59,LAGOS-NE,3208_2001,2001
3208,8/12/2001,55,LAGOS-NE,3208_2001,2001
3208,8/26/2001,1.7,LAGOS-NE,3208_2001,2001
3208,9/8/2001,10,LAGOS-NE,3208_2001,2001
3208,9/21/2001,11,LAGOS-NE,3208_2001,2001
3208,5/5/2002,4.6,LAGOS-NE,3208_2002,2002
3208,5/19/2002,2.4,LAGOS-NE,3208_2002,2002
3208,6/2/2002,2.1,LAGOS-NE,3208_2002,2002
3208,6/16/2002,11,LAGOS-NE,3208_2002,2002
3208,6/30/2002,15,LAGOS-NE,3208_2002,2002
3208,7/13/2002,21,LAGOS-NE,3208_2002,2002
3208,7/28/2002,53,LAGOS-NE,3208_2002,2002
3208,8/11/2002,29,LAGOS-NE,3208_2002,2002
3208,8/25/2002,39,LAGOS-NE,3208_2002,2002
3208,9/8/2002,10,LAGOS-NE,3208_2002,2002
3208,9/22/2002,13,LAGOS-NE,3208_2002,2002
3208,5/18/2003,4,LAGOS-NE,3208_2003,2003
3208,6/1/2003,7.4,LAGOS-NE,3208_2003,2003
3208,6/15/2003,1,LAGOS-NE,3208_2003,2003
3208,6/29/2003,2.2,LAGOS-NE,3208_2003,2003
3208,7/12/2003,42,LAGOS-NE,3208_2003,2003
3208,7/27/2003,54,LAGOS-NE,3208_2003,2003
3208,8/10/2003,35,LAGOS-NE,3208_2003,2003
3208,9/7/2003,42,LAGOS-NE,3208_2003,2003
3208,9/20/2003,26,LAGOS-NE,3208_2003,2003
3208,5/2/2004,3.2,LAGOS-NE,3208_2004,2004
3208,5/16/2004,1.9,LAGOS-NE,3208_2004,2004
3208,5/25/2004,20,LAGOS-NE,3208_2004,2004
3208,5/31/2004,23,LAGOS-NE,3208_2004,2004
3208,6/13/2004,82,LAGOS-NE,3208_2004,2004
3208,6/27/2004,17,LAGOS-NE,3208_2004,2004
3208,7/11/2004,18,LAGOS-NE,3208_2004,2004
3208,7/24/2004,60,LAGOS-NE,3208_2004,2004
3208,8/8/2004,33,LAGOS-NE,3208_2004,2004
3208,8/22/2004,35,LAGOS-NE,3208_2004,2004
3208,9/2/2004,28,LAGOS-NE,3208_2004,2004
3208,9/6/2004,29,LAGOS-NE,3208_2004,2004
3208,9/19/2004,39,LAGOS-NE,3208_2004,2004
3208,5/1/2005,5.9,LAGOS-NE,3208_2005,2005
3208,5/15/2005,6.4,LAGOS-NE,3208_2005,2005
3208,5/16/2005,5.3,LAGOS-NE,3208_2005,2005
3208,5/29/2005,3.5,LAGOS-NE,3208_2005,2005
3208,6/12/2005,6.2,LAGOS-NE,3208_2005,2005
3208,6/26/2005,15,LAGOS-NE,3208_2005,2005
3208,7/10/2005,20,LAGOS-NE,3208_2005,2005
3208,7/24/2005,29,LAGOS-NE,3208_2005,2005
3208,8/7/2005,44,LAGOS-NE,3208_2005,2005
3208,8/21/2005,21,LAGOS-NE,3208_2005,2005
3208,9/4/2005,22,LAGOS-NE,3208_2005,2005
3208,9/18/2005,16,LAGOS-NE,3208_2005,2005
3208,5/1/2006,9.61,LAGOS-NE,3208_2006,2006
3208,5/16/2006,6.94,LAGOS-NE,3208_2006,2006
3208,6/14/2006,11.2,LAGOS-NE,3208_2006,2006
3208,6/27/2006,34.2,LAGOS-NE,3208_2006,2006
3208,7/13/2006,45.4,LAGOS-NE,3208_2006,2006
3208,7/27/2006,36.3,LAGOS-NE,3208_2006,2006
3208,8/7/2006,61.4,LAGOS-NE,3208_2006,2006
3208,8/21/2006,70.5,LAGOS-NE,3208_2006,2006
3208,5/14/2007,10.7,LAGOS-NE,3208_2007,2007
3208,6/4/2007,50.2,LAGOS-NE,3208_2007,2007
3208,6/20/2007,26.7,LAGOS-NE,3208_2007,2007
3208,7/9/2007,21.4,LAGOS-NE,3208_2007,2007
3208,7/23/2007,81.7,LAGOS-NE,3208_2007,2007
3208,8/7/2007,67.3,LAGOS-NE,3208_2007,2007
3208,8/20/2007,4.43,LAGOS-NE,3208_2007,2007
3208,9/10/2007,15.5,LAGOS-NE,3208_2007,2007
3208,9/20/2007,32.6,LAGOS-NE,3208_2007,2007
3208,5/6/2008,32,LAGOS-NE,3208_2008,2008
3208,5/20/2008,13,LAGOS-NE,3208_2008,2008
3208,6/3/2008,12,LAGOS-NE,3208_2008,2008
3208,6/17/2008,16,LAGOS-NE,3208_2008,2008
3208,6/30/2008,24,LAGOS-NE,3208_2008,2008
3208,7/22/2008,21,LAGOS-NE,3208_2008,2008
3208,7/28/2008,57,LAGOS-NE,3208_2008,2008
3208,8/12/2008,65,LAGOS-NE,3208_2008,2008
3208,8/26/2008,37,LAGOS-NE,3208_2008,2008
3208,9/8/2008,19,LAGOS-NE,3208_2008,2008
3208,9/22/2008,15,LAGOS-NE,3208_2008,2008
3208,5/11/2009,12,LAGOS-NE,3208_2009,2009
3208,5/27/2009,20,LAGOS-NE,3208_2009,2009
3208,6/10/2009,29,LAGOS-NE,3208_2009,2009
3208,6/23/2009,12,LAGOS-NE,3208_2009,2009
3208,7/6/2009,6,LAGOS-NE,3208_2009,2009
3208,7/20/2009,51,LAGOS-NE,3208_2009,2009
3208,8/4/2009,20,LAGOS-NE,3208_2009,2009
3208,8/17/2009,42,LAGOS-NE,3208_2009,2009
3208,9/2/2009,30,LAGOS-NE,3208_2009,2009
3208,9/16/2009,40,LAGOS-NE,3208_2009,2009
3208,9/30/2009,69,LAGOS-NE,3208_2009,2009
3208,5/12/2010,10,LAGOS-NE,3208_2010,2010
3208,5/24/2010,3,LAGOS-NE,3208_2010,2010
3208,6/7/2010,20,LAGOS-NE,3208_2010,2010
3208,6/22/2010,84,LAGOS-NE,3208_2010,2010
3208,7/6/2010,24,LAGOS-NE,3208_2010,2010
3208,7/19/2010,69,LAGOS-NE,3208_2010,2010
3208,8/3/2010,59,LAGOS-NE,3208_2010,2010
3208,8/30/2010,29,LAGOS-NE,3208_2010,2010
3208,9/15/2010,3,LAGOS-NE,3208_2010,2010
3208,9/27/2010,48,LAGOS-NE,3208_2010,2010
3208,5/3/2011,8,LAGOS-NE,3208_2011,2011
3208,5/17/2011,5,LAGOS-NE,3208_2011,2011
3208,6/1/2011,9,LAGOS-NE,3208_2011,2011
3208,6/15/2011,61,LAGOS-NE,3208_2011,2011
3208,6/28/2011,29,LAGOS-NE,3208_2011,2011
3208,7/12/2011,70,LAGOS-NE,3208_2011,2011
3208,7/26/2011,21,LAGOS-NE,3208_2011,2011
3208,8/9/2011,77,LAGOS-NE,3208_2011,2011
3208,8/30/2011,47,LAGOS-NE,3208_2011,2011
3208,9/13/2011,17,LAGOS-NE,3208_2011,2011
3208,9/26/2011,58,LAGOS-NE,3208_2011,2011
3208,5/10/2012,4,LAGOS-NE,3208_2012,2012
3208,5/23/2012,16,LAGOS-NE,3208_2012,2012
3208,6/13/2012,44,LAGOS-NE,3208_2012,2012
3208,6/26/2012,46,LAGOS-NE,3208_2012,2012
3208,7/12/2012,82,LAGOS-NE,3208_2012,2012
3208,7/26/2012,85,LAGOS-NE,3208_2012,2012
3208,8/16/2012,48,LAGOS-NE,3208_2012,2012
3208,8/28/2012,37,LAGOS-NE,3208_2012,2012
3208,9/13/2012,39,LAGOS-NE,3208_2012,2012
3208,9/25/2012,53,LAGOS-NE,3208_2012,2012
3307,5/6/2003,31.4,LAGOS-NE,3307_2003,2003
3307,5/22/2003,12.5,LAGOS-NE,3307_2003,2003
3307,6/3/2003,61.6,LAGOS-NE,3307_2003,2003
3307,6/17/2003,73.8,LAGOS-NE,3307_2003,2003
3307,6/30/2003,48.1,LAGOS-NE,3307_2003,2003
3307,7/14/2003,83.6,LAGOS-NE,3307_2003,2003
3307,7/28/2003,103,LAGOS-NE,3307_2003,2003
3307,8/11/2003,114,LAGOS-NE,3307_2003,2003
3307,8/25/2003,88.3,LAGOS-NE,3307_2003,2003
3307,9/8/2003,80.1,LAGOS-NE,3307_2003,2003
3307,9/29/2003,65.8,LAGOS-NE,3307_2003,2003
3307,5/12/2004,13.23,LAGOS-NE,3307_2004,2004
3307,5/25/2004,8.74,LAGOS-NE,3307_2004,2004
3307,6/8/2004,23.61,LAGOS-NE,3307_2004,2004
3307,6/21/2004,18.37,LAGOS-NE,3307_2004,2004
3307,7/7/2004,13.56,LAGOS-NE,3307_2004,2004
3307,7/19/2004,58.57,LAGOS-NE,3307_2004,2004
3307,8/2/2004,74.78,LAGOS-NE,3307_2004,2004
3307,8/17/2004,63.7,LAGOS-NE,3307_2004,2004
3307,9/7/2004,36.72,LAGOS-NE,3307_2004,2004
3307,9/27/2004,39.01,LAGOS-NE,3307_2004,2004
3307,5/10/2005,6.42,LAGOS-NE,3307_2005,2005
3307,5/24/2005,4.62,LAGOS-NE,3307_2005,2005
3307,6/7/2005,15.95,LAGOS-NE,3307_2005,2005
3307,6/21/2005,20.86,LAGOS-NE,3307_2005,2005
3307,7/5/2005,130.17,LAGOS-NE,3307_2005,2005
3307,7/19/2005,49.53,LAGOS-NE,3307_2005,2005
3307,8/1/2005,129.94,LAGOS-NE,3307_2005,2005
3307,8/15/2005,119.54,LAGOS-NE,3307_2005,2005
3307,8/29/2005,91.87,LAGOS-NE,3307_2005,2005
3307,9/20/2005,92.64,LAGOS-NE,3307_2005,2005
3307,5/2/2006,19.34,LAGOS-NE,3307_2006,2006
3307,5/16/2006,13.32,LAGOS-NE,3307_2006,2006
3307,5/31/2006,31.84,LAGOS-NE,3307_2006,2006
3307,6/12/2006,54.58,LAGOS-NE,3307_2006,2006
3307,6/27/2006,69.89,LAGOS-NE,3307_2006,2006
3307,7/10/2006,154.05,LAGOS-NE,3307_2006,2006
3307,7/24/2006,31.44,LAGOS-NE,3307_2006,2006
3307,8/9/2006,137.98,LAGOS-NE,3307_2006,2006
3307,8/21/2006,97.32,LAGOS-NE,3307_2006,2006
3307,9/6/2006,66.43,LAGOS-NE,3307_2006,2006
3307,9/25/2006,64.41,LAGOS-NE,3307_2006,2006
3307,5/7/2007,2.9,LAGOS-NE,3307_2007,2007
3307,5/21/2007,8.78,LAGOS-NE,3307_2007,2007
3307,6/18/2007,73.2,LAGOS-NE,3307_2007,2007
3307,7/2/2007,122.83,LAGOS-NE,3307_2007,2007
3307,7/16/2007,121.25,LAGOS-NE,3307_2007,2007
3307,7/31/2007,87.57,LAGOS-NE,3307_2007,2007
3307,8/13/2007,98.82,LAGOS-NE,3307_2007,2007
3307,8/28/2007,85.72,LAGOS-NE,3307_2007,2007
3307,9/12/2007,66.41,LAGOS-NE,3307_2007,2007
3307,9/24/2007,58.34,LAGOS-NE,3307_2007,2007
3307,5/12/2008,15.6,LAGOS-NE,3307_2008,2008
3307,5/27/2008,2.5,LAGOS-NE,3307_2008,2008
3307,6/10/2008,23.8,LAGOS-NE,3307_2008,2008
3307,6/23/2008,8.5,LAGOS-NE,3307_2008,2008
3307,7/7/2008,52.9,LAGOS-NE,3307_2008,2008
3307,7/21/2008,96.4,LAGOS-NE,3307_2008,2008
3307,8/4/2008,96.3,LAGOS-NE,3307_2008,2008
3307,8/18/2008,58.9,LAGOS-NE,3307_2008,2008
3307,9/3/2008,56.9,LAGOS-NE,3307_2008,2008
3307,9/15/2008,39.8,LAGOS-NE,3307_2008,2008
3307,9/29/2008,56.9,LAGOS-NE,3307_2008,2008
3307,5/4/2009,21.37,LAGOS-NE,3307_2009,2009
3307,5/18/2009,5.52,LAGOS-NE,3307_2009,2009
3307,6/1/2009,70.56,LAGOS-NE,3307_2009,2009
3307,6/15/2009,56,LAGOS-NE,3307_2009,2009
3307,6/30/2009,80.64,LAGOS-NE,3307_2009,2009
3307,7/13/2009,19.79,LAGOS-NE,3307_2009,2009
3307,7/28/2009,79.27,LAGOS-NE,3307_2009,2009
3307,8/10/2009,77.51,LAGOS-NE,3307_2009,2009
3307,8/25/2009,77.1,LAGOS-NE,3307_2009,2009
3307,9/8/2009,65.25,LAGOS-NE,3307_2009,2009
3307,9/22/2009,26.61,LAGOS-NE,3307_2009,2009
3307,5/3/2010,25.5,LAGOS-NE,3307_2010,2010
3307,6/2/2010,31.9,LAGOS-NE,3307_2010,2010
3307,6/14/2010,70.9,LAGOS-NE,3307_2010,2010
3307,6/28/2010,52,LAGOS-NE,3307_2010,2010
3307,7/12/2010,65.1,LAGOS-NE,3307_2010,2010
3307,7/26/2010,80.6,LAGOS-NE,3307_2010,2010
3307,8/9/2010,68.5,LAGOS-NE,3307_2010,2010
3307,8/23/2010,67,LAGOS-NE,3307_2010,2010
3307,9/8/2010,25.7,LAGOS-NE,3307_2010,2010
3307,9/27/2010,33.1,LAGOS-NE,3307_2010,2010
3307,5/9/2011,14,LAGOS-NE,3307_2011,2011
3307,5/23/2011,9,LAGOS-NE,3307_2011,2011
3307,6/6/2011,16,LAGOS-NE,3307_2011,2011
3307,6/20/2011,42,LAGOS-NE,3307_2011,2011
3307,7/5/2011,68,LAGOS-NE,3307_2011,2011
3307,7/20/2011,69,LAGOS-NE,3307_2011,2011
3307,8/1/2011,298,LAGOS-NE,3307_2011,2011
3307,8/15/2011,89,LAGOS-NE,3307_2011,2011
3307,8/29/2011,75,LAGOS-NE,3307_2011,2011
3307,9/12/2011,75,LAGOS-NE,3307_2011,2011
3307,9/27/2011,139,LAGOS-NE,3307_2011,2011
3307,5/15/2012,15,LAGOS-NE,3307_2012,2012
3307,5/29/2012,7,LAGOS-NE,3307_2012,2012
3307,6/11/2012,9,LAGOS-NE,3307_2012,2012
3307,6/25/2012,18,LAGOS-NE,3307_2012,2012
3307,7/9/2012,67,LAGOS-NE,3307_2012,2012
3307,7/23/2012,84,LAGOS-NE,3307_2012,2012
3307,8/6/2012,90,LAGOS-NE,3307_2012,2012
3307,8/20/2012,119,LAGOS-NE,3307_2012,2012
3307,9/4/2012,63,LAGOS-NE,3307_2012,2012
3307,9/17/2012,75,LAGOS-NE,3307_2012,2012
3307,5/6/2013,64,MN_MPCA,3307_2013,2013
3307,5/20/2013,34,MN_MPCA,3307_2013,2013
3307,6/3/2013,5,MN_MPCA,3307_2013,2013
3307,6/17/2013,5,MN_MPCA,3307_2013,2013
3307,7/1/2013,22,MN_MPCA,3307_2013,2013
3307,7/15/2013,95,MN_MPCA,3307_2013,2013
3307,7/29/2013,141,MN_MPCA,3307_2013,2013
3307,8/12/2013,123,MN_MPCA,3307_2013,2013
3307,8/26/2013,102,MN_MPCA,3307_2013,2013
3307,9/9/2013,197,MN_MPCA,3307_2013,2013
3307,9/23/2013,96,MN_MPCA,3307_2013,2013
3307,5/4/2014,60,MN_MPCA,3307_2014,2014
3307,5/19/2014,12.31,MN_MPCA,3307_2014,2014
